,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
7999,Millionyoung,Cynthia,2uWzrqu6bWJPYdIdCrnyh6,19,2012,chill,0.664,0.963,2,-3.289,1,0.0733,0.000605,0.0567,0.107,0.562,119.97,223947,4
8000,Noisestorm,Breakdown,2MdWZ6TlseWEADVS9itHt3,23,2012,chill,0.422,0.827,6,-5.68,0,0.0695,0.00769,3.28e-05,0.92,0.354,139.79,289000,4
8001,Noisestorm,Timewarp,3DJouFVM4gAFNwFLJL14AJ,22,2012,chill,0.535,0.841,1,-5.063,1,0.225,0.0367,0.00099,0.177,0.451,127.924,301875,4
8002,STRFKR,Bury Us Alive - Skeletron Mix,3ahcN7xrznKdV4D5ValkeL,19,2012,chill,0.528,0.742,0,-8.467,0,0.0283,0.011,0.474,0.178,0.249,119.993,131062,4
8003,Adani & Wolf,Day in Day Out,6xat13LRDXtGdved0zKZGd,33,2012,chill,0.741,0.612,5,-9.672,1,0.0291,0.0135,0.0222,0.166,0.619,112.02,264867,3
8004,Ghosts Of Paraguay,The Swan,12WDNlIOs2k9cN6JKVS8BB,21,2012,chill,0.472,0.725,4,-12.662,0,0.049,0.046,0.884,0.111,0.101,139.937,317143,4
8005,TOPS,VII Babies,79UH3zUJU2P13AaLOQOytR,21,2012,chill,0.772,0.643,1,-8.104,1,0.0372,0.00928,0.408,0.1,0.852,118.713,191152,4
8006,John Maus,Mental Breakdown (2004),0NYT4LKNxOGkYVCdATtmdq,17,2012,chill,0.331,0.884,7,-6.902,0,0.0891,0.0029,0.71,0.357,0.572,151.467,277000,4
8007,Grizzly Bear,The Hunt,7tZmOKwpIvTL491PpovvMR,24,2012,chill,0.418,0.4,2,-8.285,1,0.0348,0.764,0.00183,0.122,0.325,128.459,224720,4
8008,Aandra,Sunset Deep,2U73mnzP6xr783ZO6Gu9Yp,28,2012,chill,0.612,0.453,5,-12.582,0,0.0284,0.0189,0.575,0.109,0.185,123.003,333773,4
8009,Chairlift,I Belong in Your Arms - Photek Remix,00jd79CdpyUtCow5cx7P6R,27,2012,chill,0.577,0.706,1,-8.697,1,0.0456,0.00155,0.446,0.0853,0.227,173.008,257013,4
8010,Evil Needle,The Groove,7aQWr45Z7ey1BNnmqjpuyN,19,2012,chill,0.659,0.751,11,-4.658,0,0.0474,0.000106,0.881,0.0736,0.634,166.103,150361,4
8011,18 Carat Affair,#1 Villian,5N2eKQJ7aJy9redVz7ac8f,19,2012,chill,0.74,0.574,9,-11.912,1,0.0644,0.457,0.877,0.121,0.309,110.015,94041,4
8012,Marie Therese,Just try it,1PFuaUcB1rxfLFY5DMSUGB,29,2012,chill,0.688,0.424,6,-10.135,0,0.0289,0.896,0.728,0.0975,0.399,119.013,303624,4
8013,Slow Magic,Toddler Tiger,0PGHwxcJmEVIBAeCiNw3oD,19,2012,chill,0.4,0.846,7,-7.069,1,0.0804,0.447,0.998,0.273,0.409,84.921,148273,4
8014,Dirty Art Club,Rosslyn's Crypt,1IGGTI5ZkjCALxVk3vDJEQ,21,2012,chill,0.532,0.699,3,-7.667,0,0.0416,0.158,0.852,0.367,0.59,78.018,145982,4
8015,Yppah,Happy to See You,1ntZHmwz06afuMyfnjpSV7,21,2012,chill,0.221,0.692,0,-6.678,1,0.0359,9.57e-05,0.848,0.127,0.166,128.777,284392,4
8016,Black Moth Super Rainbow,Blurring My Day,7v43XzMDHHdK8VZT78M4mk,18,2012,chill,0.527,0.7,5,-5.792,1,0.0398,0.272,0.0604,0.0993,0.188,126.981,239295,4
8017,Marcus D,Night on the Town,7ndsOhKgqKXKeJQipuA3qN,20,2012,chill,0.591,0.779,7,-6.546,1,0.163,0.0773,0.00384,0.11,0.425,86.976,281693,4
8018,Mitch Murder,Heading South,0SXpMHlJdoi9L9qjWUacqh,23,2012,chill,0.764,0.874,1,-8.464,0,0.0314,0.0231,0.698,0.0698,0.735,121.02,259835,4
8019,Sleigh Bells,You Lost Me,1zalTWvz656lIaQt4S9U7Y,20,2012,chill,0.433,0.865,7,-4.902,0,0.0327,0.0659,0.0247,0.312,0.372,115.043,270867,4
8020,Tamaryn,I'm Gone,228otG5SIme5MUhZjQBF3x,20,2012,chill,0.404,0.925,7,-4.176,1,0.064,0.00484,0.906,0.0581,0.16,121.001,284040,4
8021,Ariel Pink,Kinski Assassin,1COtOK66Nhr3MvdtNHs16P,23,2012,chill,0.491,0.622,9,-9.276,1,0.03,0.282,2.25e-06,0.31,0.943,128.253,179400,4
8022,St. Lucia,When the Night,3LuJPqTyPuVfm9VemXTWHo,20,2012,chill,0.436,0.84,4,-6.764,1,0.0528,0.0434,0.000856,0.0745,0.191,167.983,440613,4
8023,The Bilinda Butchers,Half Open,1rl0TCxYVPSBuKwIQpsQVX,20,2012,chill,0.364,0.448,7,-15.294,0,0.0291,0.0178,0.897,0.115,0.35,156.076,227896,4
8024,STRFKR,Jupiter,07He1V92dpk0ZgqZ49GRh9,17,2012,chill,0.768,0.56,4,-6.112,0,0.0283,0.000203,0.545,0.301,0.825,105.93,114213,4
8025,Fracture Design,Teardrop - Original Mix,2vqA0fMi7u2f0R6yg9M1OQ,21,2012,chill,0.509,0.862,4,-6.34,0,0.0512,0.000477,0.744,0.108,0.0998,175.006,338743,4
8026,Seapony,Prove to Me,4rpBdlQg3Z3QBt5X84CUBL,20,2012,chill,0.563,0.677,9,-7.865,1,0.0299,0.000201,0.747,0.129,0.735,136.405,220293,4
8027,Volor Flex,You In Me - Original Mix,1prSl3vkU76sypE5BQ5EH6,26,2012,chill,0.586,0.873,8,-8.492,0,0.156,0.00687,0.846,0.393,0.479,129.041,257661,4
8028,Marcus D,Don't Hold Ya Breath,24ApZRjjXJ3mPeqz5e3zyJ,21,2012,chill,0.662,0.815,1,-6.073,0,0.0724,0.0152,0.0,0.278,0.712,95.02,263120,4
8029,How To Dress Well,Cold Nites,1rmfHYs8H1n8fQ5TgT7cvs,17,2012,chill,0.6,0.563,5,-8.087,0,0.032,0.776,0.644,0.0974,0.31,120.148,218093,4
8030,Marcus D,Melancholy Hopeful,1JSSi1zfL2tHyn6ueRds01,21,2012,chill,0.666,0.704,9,-7.211,0,0.0856,0.0796,0.0,0.141,0.242,95.915,250267,4
8031,Slow Magic,Moon,06VmZMiZ0IEC6McvzL3xQW,20,2012,chill,0.335,0.57,1,-7.105,1,0.17,0.0594,0.919,0.0941,0.081,173.776,198767,4
8032,Perfume Genius,No Tear,61MEo5PrsnBTZhlsqSFm39,22,2012,chill,0.348,0.242,9,-12.796,1,0.0415,0.808,0.0,0.108,0.0631,176.596,109240,3
8033,Anthony Island,White Palms - Space Lounge Mix,7JtO78ZRb54Vu9kASulpFO,31,2012,chill,0.728,0.597,4,-10.107,0,0.0304,0.00447,0.275,0.286,0.277,108.0,240067,4
8034,Porcelain Raft,Shapeless & Gone,73f2uSzP92RYlXzITudNzv,18,2012,chill,0.473,0.932,7,-4.558,0,0.0369,0.111,0.00149,0.0879,0.493,128.519,225093,4
8035,Shockline,Scy,1KPyubLBNDlypoYf0txkIe,20,2012,chill,0.375,0.838,9,-7.437,1,0.0372,0.314,0.919,0.176,0.243,179.964,300184,3
8036,Twin Shadow,The One,3f8TpBsPVdi4o6skhqJvl2,21,2012,chill,0.572,0.779,8,-6.044,1,0.0474,0.107,6.22e-05,0.145,0.728,94.94,198107,4
8037,Evil Needle,Jazzy Piano,16hHymvA9uzWo8jys9utRp,19,2012,chill,0.626,0.458,10,-4.467,0,0.0452,0.0404,0.073,0.0764,0.381,86.037,192558,4
8038,JK Soul,My Fredom - Orginal Edit,65qqH6STe8wzWsCTtgN1rJ,22,2012,chill,0.695,0.747,9,-6.199,1,0.0263,0.00948,0.898,0.306,0.59,89.994,181587,4
8039,Yeasayer,Fingers Never Bleed,4KWOOcregK20ZaUpF7NZhp,18,2012,chill,0.733,0.8,8,-6.155,0,0.0384,0.0418,0.598,0.135,0.843,114.98,269800,4
8040,Tycho,Adrift - Shigeto's Adrift A Dream Remix,3jzkfjII0O9mxZdo9ad9f1,20,2012,chill,0.674,0.729,10,-9.469,0,0.0493,0.0793,0.823,0.0977,0.0702,134.987,298556,4
8041,Lapalux,Forgetting and Learning Again,0oaC4Xzo2ShIjAlqAY4HaQ,20,2012,chill,0.236,0.5,6,-7.672,1,0.035,0.344,0.00018,0.0925,0.0862,140.563,258158,5
8042,Tanlines,Not The Same,5NSCrPw2yobHYx2DWoMSXd,16,2012,chill,0.416,0.611,7,-6.392,1,0.0412,0.00311,2.46e-05,0.0944,0.0691,119.966,269080,4
8043,Bear In Heaven,The Reflection Of You,3zg5y7o0LZkfk8hZ18E5ix,18,2012,chill,0.553,0.941,7,-5.44,1,0.0468,0.0144,0.257,0.33,0.51,116.019,259200,4
8044,Openzone Bar,Night on Park Rouge,7qwWjcFpfrVjkO75pbseC5,26,2012,chill,0.705,0.485,9,-12.012,0,0.106,0.0104,0.614,0.218,0.31,90.031,314213,4
8045,Animal Collective,Moonjock,055jP3TLpVapVChGzaRa9v,18,2012,chill,0.489,0.878,11,-5.539,1,0.159,0.00205,0.0255,0.461,0.425,94.482,305200,4
8046,Yppah,Soon Enough,6Tx65d8jjLtUoe0BzA2sIZ,21,2012,chill,0.516,0.829,1,-7.745,0,0.0348,0.0117,0.766,0.144,0.646,160.01,255000,5
8047,Elaquent,Grey Poupon,3PZpSFoVqry8njLVFINjTE,22,2012,chill,0.465,0.621,4,-6.892,0,0.406,0.217,0.729,0.245,0.502,86.775,239386,4
8048,Summer Heart,Rusty Scars,3PJii5P05j4kaBB1gy5F1v,19,2012,chill,0.294,0.56,0,-9.009,1,0.0443,0.128,0.00167,0.424,0.371,80.022,264063,4
8049,Aandra,Distant Shore,1V0uO51ptVII9jRdJ4xIgf,22,2012,chill,0.591,0.265,5,-21.163,0,0.0437,0.543,0.802,0.0755,0.354,82.037,306400,4
8050,TOPS,TOPS Theme,5HYeRZfOEo4cRMNBvDSkIS,20,2012,chill,0.582,0.692,4,-5.983,0,0.0315,0.868,0.574,0.263,0.778,105.754,178712,4
8051,Bliss,Breathe,2GtQfwRpAk9qBdS1BY8wxk,30,2012,chill,0.722,0.319,5,-9.644,0,0.0451,0.291,0.134,0.454,0.253,144.99,238960,4
8052,Gabe Bondoc,The Weight,6TbPuIZfksQ88vOEnE52ab,21,2012,chill,0.449,0.225,6,-9.399,1,0.0696,0.819,0.0,0.128,0.426,205.359,205493,4
8053,Vanilla,By,2OrM0kDkHRBRKqsyFY6N5f,18,2012,chill,0.574,0.943,11,-7.38,0,0.44,0.0725,0.91,0.377,0.657,99.167,96424,4
8054,Young Magic,Slip Time,60ixUDwr3Fp08EgSDPINcx,16,2012,chill,0.322,0.626,0,-8.751,1,0.0479,0.0071,0.91,0.506,0.456,95.462,164570,3
8055,Chairlift,Cool As A Fire,0d0GqB8xlOsP4yHYKevugN,22,2012,chill,0.473,0.434,7,-11.501,0,0.0348,0.346,0.0127,0.166,0.192,80.137,236533,4
8056,Toro y Moi,New Loved Ones,2wlF7J9yEyKbQYH9tB8Hm5,17,2012,chill,0.625,0.266,2,-12.811,1,0.0323,0.797,0.0186,0.0799,0.232,111.626,219573,4
8057,Lone,New Colour,5rh3qe7ytGsANHrOhPVUMc,22,2012,chill,0.655,0.993,7,-4.372,1,0.074,0.292,0.704,0.143,0.511,130.01,278880,4
8058,Animal Collective,Wide Eyed,3wjTWjEQ4UtepljccINI1G,17,2012,chill,0.291,0.962,6,-6.124,0,0.294,0.0184,0.00348,0.93,0.23,83.389,300253,4
8059,Seapony,No One Will,5Ubbl1gFuPYTqi30LdXIET,19,2012,chill,0.592,0.592,5,-8.86,0,0.0341,0.0389,0.785,0.127,0.803,156.467,124947,4
8060,Gemini,No Way Out,5rZJawEnX2SbAg6YCDBd31,19,2012,chill,0.32,0.797,0,-6.609,0,0.0772,0.0944,2.12e-06,0.242,0.299,139.381,202800,4
8061,Anthony Island,White Palms,2kcqcEDPmxaCNQ8AScNDwN,29,2012,chill,0.703,0.624,4,-8.462,0,0.0316,0.122,0.453,0.0826,0.324,108.004,294813,4
8062,ReUnited,Sun Is Shining (Gauzz Chill Mix),48MXnGkRb5KGDIYgPSsq1M,34,2012,chill,0.698,0.511,4,-8.537,0,0.0327,0.0639,0.0145,0.0852,0.462,130.0,450939,4
8063,Dirty Art Club,Into the Night,62BbQ7tkdjWmJHzqbFGRQj,20,2012,chill,0.509,0.688,5,-8.616,0,0.063,0.207,0.000231,0.583,0.217,92.397,158599,4
8064,Michael E,La Nuit,6GGyo0JNh4xka9LmXDZ3X5,25,2012,chill,0.294,0.364,0,-11.174,1,0.0313,0.828,0.911,0.138,0.149,75.266,345600,4
8065,Gabe Bondoc,Better,1wAo0WCKDs79fS7qR6uEMx,21,2012,chill,0.811,0.51,3,-7.554,0,0.03,0.534,0.0,0.116,0.623,112.029,297733,4
8066,Elaquent,Montreal Poutine,7EtjV813wDs8SPCCa1CyYM,22,2012,chill,0.517,0.565,8,-5.859,1,0.266,0.0352,0.875,0.268,0.769,83.065,160000,4
8067,Goreshit,winkles twinkle '11,6ZQskPuiJSmEjs6AUJlGyj,18,2012,chill,0.469,0.988,1,-1.698,1,0.0425,2.1e-05,0.67,0.26,0.376,103.496,248137,4
8068,iamamiwhoami,in due order,4jmHheZ2kSjuVBi2tFSO6f,24,2012,chill,0.596,0.872,4,-6.236,1,0.0302,4.84e-06,0.867,0.201,0.311,115.988,203844,4
8069,Real Estate,Exactly Nothing,7mUN0mFMfYDDDLPoAjVvmv,16,2012,chill,0.476,0.822,2,-6.062,1,0.0321,0.00576,0.82,0.224,0.557,115.016,197648,4
8070,Volor Flex,City Pressure,5m02t86fUvTAK16wNu2EZp,27,2012,chill,0.749,0.556,11,-10.301,1,0.145,0.0331,0.898,0.092,0.132,124.342,244795,4
8071,St. Lucia,Too Close,5IE5hqClMOa5aZE6iO1Gx1,19,2012,chill,0.467,0.926,11,-6.668,0,0.125,0.011,0.506,0.0629,0.103,119.99,416827,4
8072,Van She,You're My Rescue,3f4Kh6v8D7jcIDwK0zySdB,22,2012,chill,0.544,0.85,8,-4.398,0,0.107,0.0349,0.00331,0.178,0.518,127.987,216507,4
8073,Alex Isley,My Theme,0l4vGWjgspFCRwFq2pRgan,19,2012,chill,0.736,0.148,4,-17.12,1,0.0896,0.376,1.73e-05,0.0997,0.506,93.502,307000,4
8074,Azedia,Precipitate,6nwqvBKVicoiHsw4p0EMRb,19,2012,chill,0.449,0.795,4,-7.236,0,0.0511,0.00745,0.00505,0.429,0.204,139.992,343857,4
8075,Lone,Cthulhu,5hsKp8sQPgGvXFsNd1QUdV,20,2012,chill,0.471,0.823,1,-5.547,0,0.032,0.0381,0.875,0.237,0.0604,155.003,267545,3
8076,Dirty Art Club,Hexes,3UBx5Al9PmEOkNSJYu1jR6,19,2012,chill,0.379,0.722,2,-6.582,0,0.237,0.47,0.0446,0.108,0.355,123.628,180777,4
8077,John Maus,This is the Beat (2005),2QJYbNmExmtoxgPLCBSlSZ,16,2012,chill,0.577,0.818,10,-7.811,0,0.0341,0.433,0.25,0.277,0.635,166.171,143507,4
8078,Tycho,Ascension - Rob Garza of Thievery Corporation Remix,68QsAbse9rx4Ktpsp1aX8l,18,2012,chill,0.723,0.724,10,-7.009,0,0.0313,0.0751,0.925,0.116,0.0548,108.013,309476,4
8079,Alejandro De Pinedo,Hotel Utopía,0fXSoH6tGqTCI4B45R03hV,31,2012,chill,0.611,0.91,11,-5.283,0,0.0396,0.249,0.0391,0.942,0.313,90.025,250972,4
8080,Chairlift,Guilty As Charged,2Ewas6ys7AB0UXmjFklQMt,21,2012,chill,0.785,0.665,1,-7.685,1,0.0505,0.138,0.00145,0.128,0.261,120.236,213760,4
8081,Openzone Bar,Seven Seas,4Z3GSKFz5GMgkieVloRXK4,26,2012,chill,0.769,0.37,0,-12.801,0,0.0529,0.0162,0.123,0.108,0.282,90.02,333413,4
8082,Nacho Sotomayor,Song for her,0ezGSiP56OzbGTjLQPYqSg,21,2012,chill,0.398,0.519,0,-16.291,1,0.0545,0.131,0.555,0.132,0.0999,166.025,288760,4
8083,Animal Collective,Rosie Oh,5T2Opyo6W0lmD31oeUk3iv,17,2012,chill,0.348,0.712,0,-8.916,1,0.185,0.000609,0.00248,0.0553,0.392,184.093,175467,4
8084,Germany Germany,Blank Mind Empty Heart,6SnavZP7zKeoMsWu2vvOy4,21,2012,chill,0.551,0.831,7,-9.094,1,0.0346,0.536,0.908,0.0972,0.207,106.978,204112,4
8085,Vacationer,Gone,5HVTV6Lqs1K89rtAOqqloz,15,2012,chill,0.724,0.68,5,-6.074,1,0.0309,0.173,0.676,0.0914,0.55,123.997,229803,4
8086,Albert Posis,Higher,5mNL4BCh6NkmLpXB4xgghr,27,2012,chill,0.761,0.488,0,-5.456,1,0.026,0.0204,0.0,0.0929,0.693,92.038,212672,4
8087,Albert Posis,One Chance,2uWwAiFOhjgRIYlmTxXzQo,22,2012,chill,0.699,0.502,3,-10.381,1,0.0303,0.116,0.0,0.104,0.365,129.964,282235,4
8088,Caribou,Sun - Midland Edit,2jNMsb2QYeT1weYvQTPtnZ,33,2012,chill,0.812,0.379,3,-14.991,0,0.0449,0.152,0.928,0.104,0.482,124.994,407636,4
8089,Tristam,Pushed Away,3JR5NxIeGCbhBaACrQYVLW,21,2012,chill,0.643,0.539,4,-11.095,0,0.135,0.162,0.000434,0.179,0.441,74.977,244033,4
8090,John Maus,Big Dumb Man (2003),5gfp5531A8sEInPlsZxZOp,15,2012,chill,0.331,0.449,10,-10.565,0,0.0348,0.939,0.91,0.389,0.344,127.276,132533,4
8091,Openzone Bar,Be Free,0tSoJfgBnzotGbvuserNBA,26,2012,chill,0.765,0.359,4,-13.3,0,0.0559,0.265,0.506,0.0872,0.247,94.988,293133,4
8092,Marcus D,Titania,509RUTUQAEQ1wsOVwaWYF1,18,2012,chill,0.605,0.699,4,-6.695,0,0.0375,0.00172,0.819,0.363,0.555,87.009,243067,4
8093,Millionyoung,Mien,5gHs3V4IljkpNPXcRFOBgY,17,2012,chill,0.563,0.868,3,-5.738,0,0.0732,0.414,0.369,0.137,0.763,169.917,180640,4
8094,Vacationer,No Rules,7MXUSTanZrmWXUgln3M5LF,15,2012,chill,0.69,0.722,9,-9.268,1,0.0653,0.572,0.409,0.163,0.867,111.895,122323,4
8095,Tennis,Robin,2z78szLhP8EDiH634roPLk,20,2012,chill,0.46,0.709,3,-5.09,1,0.0289,0.0446,0.0,0.35,0.716,154.759,184625,4
8096,Chad Valley,I Owe You This (feat. Twin Shadow),6z8lvtH4wJOdGl7ZkTCBQ6,16,2012,chill,0.57,0.794,9,-6.009,0,0.0311,0.142,1.53e-06,0.156,0.51,126.008,195000,4
8097,Tamaryn,Heavenly Bodies,4eyGEruam66v0hQv37JESV,19,2012,chill,0.299,0.664,0,-5.942,1,0.0419,0.0149,0.81,0.108,0.0598,89.871,264440,4
8098,Chairlift,Frigid Spring,1yncmKBXvxDMU9TY5ixwCR,21,2012,chill,0.546,0.657,11,-6.946,0,0.0267,0.19,0.0023,0.0969,0.562,133.894,228560,4
8099,Yeasayer,Reagan's Skeleton,4m1NKtCMD0vs7mKxGGYMnl,17,2012,chill,0.617,0.879,9,-6.133,0,0.0374,0.00241,0.000262,0.273,0.673,109.988,304893,4
8100,Craft Spells,Still Left With Me,279qe0xNcJGbXx5yK00qP6,17,2012,chill,0.359,0.869,8,-5.887,0,0.0769,4.99e-05,0.874,0.156,0.653,155.019,271943,4
8101,Memoryhouse,The Kids Were Wrong,2KGfFHAvhxDY58mBTKladG,19,2012,chill,0.487,0.526,0,-9.041,1,0.0271,0.00999,0.164,0.0976,0.733,75.472,252707,4
8102,Lapalux,Gutter Glitter,6BLBZxCagJ7lUXFXxp1pFK,20,2012,chill,0.331,0.842,8,-5.875,1,0.0808,0.035,0.0121,0.0639,0.0568,81.783,244373,3
8103,Animal Collective,Monkey Riches,54HTmIBQYZohVqIiQIH7Jj,17,2012,chill,0.492,0.969,9,-6.201,0,0.17,0.0301,0.543,0.407,0.408,136.166,405653,4
8104,Poldoore,Shrooms,4ogzMsHCIjN5bB7VWVluQz,25,2012,chill,0.668,0.896,10,-6.057,0,0.0435,0.0361,0.456,0.047,0.93,96.008,266000,4
8105,Simon Le Grec,Invisible Love,1qkJqpQjIoWvfNz5V8wa3D,25,2012,chill,0.674,0.609,9,-10.651,0,0.0457,0.0333,0.399,0.0705,0.191,92.013,228284,4
8106,Tycho,A Walk,2gd1T9yobt8lvGmTyCLT0R,18,2012,chill,0.659,0.717,9,-7.816,1,0.0318,0.331,0.911,0.127,0.384,139.952,316919,4
8107,Perfume Genius,Floating Spit,7feY0F6CN4MkaBNcMxT3qL,20,2012,chill,0.434,0.462,3,-13.638,1,0.0332,0.869,0.915,0.0968,0.451,144.026,194693,4
8108,Chairlift,Grown Up Blues,6tG59r4cBArRXAtxHdbJhi,21,2012,chill,0.458,0.875,0,-5.588,1,0.206,0.354,0.0,0.103,0.465,74.305,196560,4
8109,Animal Collective,New Town Burnout,37UcGc2UJb4RHFIWe5NJem,17,2012,chill,0.4,0.882,2,-7.103,1,0.143,0.0171,0.00741,0.0975,0.411,92.621,361613,3
8110,iamamiwhoami,good worker,16afN00SWaR1wZDr88uzjF,24,2012,chill,0.503,0.578,9,-8.789,0,0.0329,0.00266,0.851,0.388,0.0463,140.006,297701,4
8111,Sleigh Bells,Leader of the Pack,70sIUh4WbUTUxW9db89VGQ,18,2012,chill,0.328,0.69,7,-5.231,1,0.0469,0.107,0.519,0.508,0.318,135.992,163213,4
8112,Levitation,Appreciation,5SuGA1V3fTGRSfaRoZEeZH,32,2012,chill,0.601,0.757,2,-8.4,1,0.0405,0.000346,0.468,0.26,0.526,94.92,227933,4
8113,Marcus D,Inasense,4Fim3qdnncQ47dPjzlkoUy,18,2012,chill,0.597,0.488,4,-6.719,1,0.0415,0.0148,0.908,0.268,0.596,168.186,229133,4
8114,Cinnamon Chasers,Lights,4WjBy4WMncDc6yuNlUqSEt,22,2012,chill,0.679,0.545,8,-9.517,1,0.044,0.0218,0.889,0.0769,0.499,126.989,299778,5
8115,Les Sins,Fetch,2Gb1wHjX5wlGuqOwtlbtEa,16,2012,chill,0.77,0.841,11,-5.082,0,0.0366,0.000418,0.00141,0.0905,0.537,120.005,323615,4
8116,Flatpocket,Sofortrente,3bAZhR9wNGsBPoP42YIJl6,23,2012,chill,0.722,0.282,5,-12.186,0,0.0325,0.18,0.0218,0.266,0.767,65.668,175547,4
8117,Lone,As a Child,4ro579zazeXm79DEOxGPpN,20,2012,chill,0.37,0.928,1,-5.175,1,0.0548,0.0025,0.595,0.0986,0.487,149.883,327109,4
8118,Karen Gibson Roc,From the Inside,0ae8QNJdUTCy5uiWjLJzde,29,2012,chill,0.629,0.631,7,-8.519,1,0.0468,0.135,0.113,0.142,0.649,85.282,217773,4
8119,ENiGMA Dubz,Hard To Smile,1GbJZXavRPn5Efq7dQXXz0,22,2012,chill,0.692,0.641,6,-5.974,0,0.0332,0.116,0.509,0.111,0.142,135.966,273529,4
8120,At Dawn We Rage,Higher Than High,7IkjCkwhgVYOOTIl6Zkf1b,16,2012,chill,0.427,0.871,6,-5.479,0,0.0322,0.00138,0.818,0.108,0.0394,138.036,278261,4
8121,STRFKR,Rawnald Gregory Erickson the Second (Strategy Remix),0HGtbJCG2QHvsY335Amv1F,15,2012,chill,0.655,0.883,2,-8.232,1,0.0457,0.000287,0.843,0.186,0.528,107.001,285653,4
8122,Twin Shadow,Beg for the Night,1Wwylx7nU81eNjhWLDbvh0,19,2012,chill,0.615,0.915,1,-6.065,1,0.0356,0.117,0.298,0.136,0.624,103.014,221693,4
8123,TOPS,Turn Your Love Around,1T3kIw2avzph2ntAWJF1GN,18,2012,chill,0.63,0.786,9,-5.095,0,0.178,0.413,0.292,0.577,0.665,121.626,279283,4
8124,Velvet Lounge Project,Baby With You,7JkOnqV48QKUTz2TRRDCG8,31,2012,chill,0.699,0.788,8,-8.265,1,0.0451,0.193,0.0936,0.106,0.627,104.976,261864,4
8125,Tanlines,Yes Way,3CFBJndbi4IQSJwFjnBNEx,14,2012,chill,0.769,0.677,7,-6.351,1,0.0559,0.343,0.429,0.124,0.89,111.984,184000,4
8126,Frank Borell,Dreamland - World Percussion Mix,77qIqUypVq9RokU6mBxWw0,25,2012,chill,0.526,0.587,5,-9.809,1,0.0311,0.445,0.816,0.129,0.366,99.987,327173,4
8127,TwoThirds,Tonight,7cintF3UHmtbP1stCw7IGL,19,2012,chill,0.681,0.754,5,-5.328,0,0.0329,0.00054,0.00664,0.343,0.481,128.007,382510,4
8128,Maduk,Avalon,2IMkbJNFgSHbQdA0EpJP5m,24,2012,chill,0.541,0.748,4,-6.656,0,0.0377,0.00594,0.787,0.0539,0.194,174.028,315790,4
8129,Tycho,Dive - Memoryhouse Remix,1bp6FM2pi7kdwWNgN1grtN,17,2012,chill,0.542,0.865,2,-8.148,1,0.0415,0.00121,0.805,0.0924,0.482,139.967,245400,4
8130,Perfume Genius,17,2COO2fSrfnYc6g0sgMRHDd,20,2012,chill,0.395,0.141,6,-16.112,1,0.0295,0.919,0.437,0.339,0.0429,67.982,150013,4
8131,Vexare,Still Remaining,7tzGOmz8CxkbENitC65r1o,19,2012,chill,0.469,0.827,9,-6.393,0,0.0749,0.00756,0.326,0.13,0.0375,139.943,257571,4
8132,Seapony,Be Alone,07aMvPswClpLy3neJAMthV,17,2012,chill,0.558,0.583,3,-7.895,0,0.0302,0.11,0.968,0.108,0.573,157.627,190307,4
8133,Xilent,Touch Sound,6ibyD6wjsThxuyGICrzEIX,18,2012,chill,0.492,0.929,7,-3.339,0,0.152,0.0619,0.00147,0.196,0.36,140.014,222857,4
8134,Toro y Moi,Talamak - First Version,0fyTiRmzQSOWEkygLoDyan,15,2012,chill,0.429,0.651,10,-9.884,1,0.258,0.133,0.0126,0.108,0.258,98.929,225647,4
8135,Toro y Moi,So Many Details,2sCVMlIAZQ9XqCik36jIqy,16,2012,chill,0.625,0.623,5,-11.125,0,0.0652,0.0432,0.0556,0.157,0.196,143.991,285037,4
8136,Toro y Moi,Ektelon,2gnB1DtaRt60NM3zfD3Zhz,15,2012,chill,0.474,0.729,9,-6.317,1,0.0419,0.0131,0.353,0.324,0.345,114.781,199614,4
8137,TOPS,Go Away,2xiFoiRYn3VNpY1MwBD7tq,18,2012,chill,0.549,0.56,11,-6.588,0,0.0311,0.321,0.843,0.116,0.573,121.058,299116,4
8138,Tanlines,Green Grass,5LJfViQewXdFREhCw0U9fk,14,2012,chill,0.5,0.971,1,-5.306,1,0.0343,0.002,0.00467,0.148,0.719,141.958,203107,4
8139,Yppah,Paper Knife,4ia8kek3rF0ZznYWjgli9J,19,2012,chill,0.491,0.84,5,-8.026,0,0.0305,7.76e-05,0.882,0.199,0.605,143.983,267000,4
8140,St. Lucia,Cold Case,61FJuce6Z2gImjkeBdAjqK,17,2012,chill,0.515,0.837,0,-6.575,1,0.0424,0.0119,0.000137,0.152,0.665,145.992,266187,3
8141,Rameses B,Open Your Eyes,1N86f3FFbstIuU2oJaoMo5,23,2012,chill,0.407,0.9,4,-3.704,0,0.048,0.00111,0.0041,0.239,0.439,175.024,308000,4
8142,Slow Magic,Music,08U604Sqfy6BUPn9FoE8Ql,17,2012,chill,0.281,0.726,0,-7.266,1,0.0811,0.689,0.963,0.121,0.116,119.88,211666,4
8143,Tycho,A Walk - Kolombo Remix,5Y7Heaqwnddel2M3Pepna0,21,2012,chill,0.671,0.578,1,-11.124,0,0.0414,0.016,0.833,0.0905,0.181,116.596,356930,4
